lat,lon,time range,flag,vessel ids,apparent fishing hours
-12.4,-77.3,2023-02,PER,1,1.43
-14.9,-77.8,2023-02,PER,14,27.42
-7.2,-79.8,2023-01,PER,53,108.72
-14,-76.5,2023-01,PER,10,16.49
-9.7,-78.4,2023-01,PER,11,18.98
-15,-77.7,2023-02,PER,7,16.5
-6.9,-80.3,2023-01,NA,1,3.34
-7.3,-80.1,2023-01,PER,24,35.44
-14.3,-77.4,2023-01,PER,1,3.92
-9.1,-78.8,2023-01,HND,1,0.35
-12.8,-77.9,2023-01,PER,1,1.97
-13.3,-76.7,2023-01,SSD,1,3.48
-12.6,-76.8,2023-01,PER,18,26.84
-11.3,-77.8,2023-01,PER,25,40.97
-11.9,-77.4,2023-02,PER,1,0.48
-17.6,-71.5,2023-03,PER,1,0.2
-13.4,-76.4,2023-01,SSD,1,8.87
-17.2,-78.2,2023-02,NA,1,12.14
-12.1,-77.6,2023-01,PER,4,2.46
-6.4,-80.9,2023-01,PER,20,22.65
-7.7,-79.4,2023-01,NA,1,0.4
-16.7,-76.9,2023-03,PER,3,15.94
-7.5,-79.8,2023-02,PER,20,44.26
-14.3,-76.8,2023-01,PER,1,0.26
-14.9,-76.1,2023-03,PER,1,1.73
-9.1,-78.8,2023-01,AIA,1,2.24
-14.4,-77.5,2023-02,NA,2,2.82
-8.2,-79.5,2023-01,GBR,1,0.35
-12.3,-77.1,2023-01,PER,48,123.13
-14.5,-78.7,2023-03,ECU,1,5.17
-15.4,-78.8,2023-03,ECU,1,1.4
-3.5,-81.2,2023-03,ECU,2,7.16
-12.5,-77.1,2023-01,NA,4,6.96
-5.8,-83.6,2023-03,ECU,1,0.25
-13.7,-78.1,2023-02,PER,5,11.9
-15.1,-76.9,2023-03,PER,2,18.3
-14.9,-77,2023-01,PER,3,6.29
-7.5,-81.6,2023-03,NA,1,2.38
-14.8,-76.5,2023-03,PER,1,0.42
-15.6,-77.8,2023-02,PER,10,22.55
-14.3,-77.1,2023-02,NA,1,1.91
-13.1,-77.3,2023-02,PER,2,0.42
-14.5,-77.4,2023-03,PER,1,8.77
-6.7,-80.6,2023-01,PER,18,23.66
-12,-77.6,2023-02,PER,2,2.21
-14.5,-77.1,2023-02,PER,2,2.4
-6.8,-80.2,2023-01,PER,52,157.76
-15.5,-78.9,2023-03,ECU,2,2.09
-7.7,-81.7,2023-03,PER,1,0.43
-14.7,-77.5,2023-02,HND,1,2.35
-15.3,-76.4,2023-03,PER,1,1.05
-6.7,-82.7,2023-01,PAN,1,0.45
-6,-81.3,2023-03,PER,1,2.64
-13.5,-77,2023-03,PER,1,0.25
-15,-77.5,2023-03,PER,3,10.06
-17.8,-71.4,2023-02,PER,4,1.94
-14.9,-77.2,2023-02,NA,1,1.75
-12.2,-78.5,2023-03,PER,1,0.15
-11.8,-77.5,2023-03,PER,1,7.05
-13.3,-77.8,2023-02,PER,1,1.8
-6.5,-80.7,2023-01,NA,1,5.38
-13.4,-76.5,2023-01,NA,1,7.28
-9.2,-82.7,2023-02,ECU,1,0.08
-6.9,-80.7,2023-01,PER,1,0.08
-10.1,-81.4,2023-02,PAN,1,0.15
-16.4,-77.9,2023-03,PER,2,3.13
-14.5,-76.8,2023-03,PER,1,2.59
-9.4,-82.4,2023-02,NA,1,0.05
-15.2,-77.4,2023-02,AIA,1,0.12
-15.4,-76.7,2023-03,PER,5,9.87
-13.1,-76.9,2023-02,PER,4,4.86
-6.9,-81.6,2023-02,PER,1,1.87
-10.8,-77.9,2023-02,PER,2,4.06
-12.5,-77.1,2023-03,PER,1,0.64
-13.8,-77.7,2023-01,PER,2,4.66
-12.5,-77.4,2023-02,PER,1,1.67
-4.5,-81.6,2023-02,PER,1,0.08
-14,-77.9,2023-02,PER,1,4.41
-15.1,-77.3,2023-03,PER,4,5.2
-7.6,-79.6,2023-01,HND,1,1.51
-5.4,-83,2023-03,ECU,1,0.25
-9.7,-79,2023-02,PER,1,0.47
-3.7,-81.2,2023-01,ECU,1,4.51
-12.8,-76.7,2023-01,NA,2,6.39
-17.6,-71.5,2023-01,NA,1,5.17
-11.1,-77.7,2023-01,NA,1,3.23
-11.5,-77.8,2023-03,PER,1,0.7
-3.5,-81,2023-02,ECU,1,0.56
-13.3,-76.4,2023-02,PER,1,0.09
-14.5,-76.2,2023-01,PER,6,9.65
-10.7,-79.1,2023-03,PER,2,6.41
-6.7,-81.7,2023-02,PER,1,1.34
-8.2,-79.6,2023-03,PER,1,2.45
-11.8,-77.4,2023-01,SSD,1,1.7
-6.5,-83.4,2023-03,ECU,1,0.12
-7.8,-79.7,2023-02,PER,52,137.25
-7.8,-79.6,2023-01,GBR,1,7.33
-14.1,-76.5,2023-02,PER,3,1.41
-14.2,-76.7,2023-03,PER,1,5.6
-9.8,-79.7,2023-03,PER,1,2.49
-9.2,-78.8,2023-01,AIA,1,6.7
-15.2,-79.2,2023-03,ECU,1,3.68
-17.7,-77.5,2023-03,ECU,1,8.89
-8.5,-79.1,2023-01,PER,21,22.96
-10.1,-81,2023-02,PER,2,10.75
-8.3,-79.1,2023-01,NA,3,17.83
-16.8,-78.4,2023-03,ECU,2,9.31
-3.6,-81.9,2023-02,PER,2,1
-12.5,-76.8,2023-02,USA,1,4.14
-8.9,-79,2023-02,PER,1,2.31
-14.9,-77.6,2023-02,HND,1,3.47
-9.1,-78.6,2023-01,PER,18,14.08
-17.3,-71.8,2023-02,PER,1,2.68
-8.1,-79.5,2023-01,GBR,1,2.06
-11.9,-79.4,2023-02,PER,1,0.34
-16.9,-72.4,2023-02,PER,1,0.91
-6.6,-80.5,2023-01,PER,33,68.29
-12.7,-76.8,2023-01,PER,46,97.87
-16.7,-78.6,2023-02,PER,1,2.78
-13.9,-78,2023-02,PER,3,7.51
-16.9,-76.9,2023-03,PER,1,2.45
-12.2,-77.6,2023-01,PER,1,0.18
-12,-77.2,2023-01,ESP,2,27.21
-12.1,-78.7,2023-02,PER,2,2.24
-18.3,-70.7,2023-01,NA,1,3.31
-9.2,-78.8,2023-01,HND,1,0.07
-8.5,-83,2023-03,ECU,1,3.7
-7.4,-79.7,2023-01,AIA,1,3.91
-10.6,-78,2023-01,PER,25,75.55
-16.9,-77.3,2023-03,PER,1,2.45
-14.7,-76,2023-01,NA,1,0.33
-10,-78.7,2023-02,PER,1,0.05
-11.8,-77.4,2023-01,AIA,1,1.84
-9,-80.2,2023-03,PER,5,31.15
-10.6,-79.1,2023-03,PER,3,12.94
-8.1,-79.9,2023-02,PER,1,1.68
-14.4,-80,2023-02,PER,1,3.95
-8.9,-80.3,2023-03,PER,1,0.57
-6.3,-84.1,2023-03,ECU,1,2.74
-14.7,-77.4,2023-02,NA,1,1.81
-10.1,-78.3,2023-03,PER,1,2.92
-10.3,-78.2,2023-01,PER,44,110.08
-14.6,-77.5,2023-02,AIA,1,2.05
-8.1,-79.3,2023-02,GBR,1,6.78
-15.7,-76.1,2023-03,PER,1,1.41
-8.3,-79.4,2023-02,PER,1,1.54
-15.2,-77.5,2023-02,NA,1,1.71
-15.4,-78.7,2023-03,PER,1,0.83
-15.1,-77.4,2023-02,AIA,1,2.43
-9,-80.8,2023-01,PER,1,0.71
-16.2,-77.9,2023-03,PER,1,0.5
-15.6,-77.6,2023-02,HND,1,4.98
-15.2,-77.3,2023-03,PER,5,8.02
-6.1,-81.5,2023-03,PER,1,1.46
-14,-79.9,2023-02,PER,1,0.45
-6.7,-80.8,2023-01,HND,1,4.25
-10.9,-78.1,2023-01,PER,2,2.08
-18.1,-71,2023-02,NA,1,2.44
-9.4,-78.5,2023-01,PER,1,0.55
-10.1,-79.9,2023-03,PER,1,0.1
-6.6,-81.9,2023-02,PER,1,0.1
-16.6,-76.8,2023-03,PER,3,36.16
-14.1,-77,2023-03,AIA,1,1.08
-9,-78.6,2023-02,PER,5,28.72
-17.7,-71.4,2023-02,NA,1,1.44
-9.1,-82.7,2023-02,ECU,1,1.3
-11.5,-78.4,2023-03,PER,1,4.95
-16.7,-77.2,2023-03,ECU,1,5.48
-7.6,-80.3,2023-03,PER,1,0.37
-7,-80.2,2023-01,AIA,1,0.15
-16.8,-77.7,2023-03,PER,1,8.01
-8,-79.6,2023-02,NA,2,0.32
-17.2,-77.1,2023-03,PER,1,0.09
-8.2,-79.2,2023-01,HND,1,9.02
-8.8,-79.9,2023-03,PER,1,2.01
-16.9,-77.7,2023-03,NA,1,1.21
-15.2,-76.9,2023-03,PER,1,1.31
-17,-78.3,2023-03,ECU,3,10.73
-13.6,-78.1,2023-02,PER,1,0.94
-6.7,-80.8,2023-01,AIA,1,1.57
-5.8,-81.6,2023-03,ECU,2,1.31
-16.4,-78.3,2023-03,PER,1,3.97
-10,-78.3,2023-02,NA,1,0.99
-15.7,-77.8,2023-02,PER,1,9.49
-13.2,-77.3,2023-02,PER,1,0.06
-7.6,-79.8,2023-01,PER,48,139.37
-15.9,-74.7,2023-03,PER,1,1.18
-10.9,-77.9,2023-01,AIA,1,2.11
-16.3,-78.3,2023-03,NA,1,1.17
-3.5,-80.6,2023-02,PER,1,0.7
-12.3,-78,2023-03,PER,1,0.16
-8,-79.8,2023-02,PER,6,10.95
-12.3,-78.9,2023-03,PER,1,0.64
-4.4,-81.9,2023-02,ECU,1,1.18
-15.8,-77.9,2023-03,ECU,1,3.98
-9.1,-79.1,2023-02,PER,1,5.22
-12.3,-78.6,2023-02,PER,4,10.16
-6,-81.6,2023-03,ECU,1,0.95
-10,-78.4,2023-03,PER,1,0.68
-8.5,-78.9,2023-03,PER,1,0.3
-7.6,-79.6,2023-01,NA,3,2.34
-14.8,-77.9,2023-02,HND,1,1
-13.7,-76.5,2023-03,PER,2,5.54
-15.2,-76,2023-03,PER,1,3.99
-17.7,-71.7,2023-01,PER,1,1.14
-10.3,-79.5,2023-03,PER,1,0.57
-15,-75.6,2023-03,PER,1,1.85
-17.7,-71.5,2023-02,NA,2,8.51
-8,-79.4,2023-02,GBR,1,0.81
-12.8,-76.7,2023-01,HND,1,1.36
-14.7,-76.9,2023-03,PER,1,2.08
-17,-72.1,2023-02,PER,1,32.34
-16,-77.8,2023-03,PER,2,3.07
-9.8,-78.8,2023-02,PER,2,1.66
-14.2,-77.8,2023-02,PER,5,12.6
-10.4,-78.2,2023-02,NA,1,2.27
-5.9,-82.1,2023-02,PER,1,0.12
-8.1,-79.2,2023-01,NA,2,2.07
-16.3,-75.3,2023-03,PER,1,1.29
-15.2,-77.4,2023-02,NA,1,2.03
-17.3,-71.9,2023-01,PER,2,2.53
-8.3,-79.5,2023-02,PER,8,19.99
-11.6,-78.3,2023-03,PER,1,0.63
-16.2,-77,2023-03,PER,1,0.11
-12.2,-77.2,2023-01,PER,63,213.93
-9.3,-78.7,2023-01,PER,27,44.74
-3.4,-81.5,2023-02,PER,1,0.74
-5.7,-82.2,2023-02,PER,1,6.31
-12.7,-76.9,2023-02,PER,4,2.08
-14.7,-77.5,2023-02,NA,1,9.78
-8.5,-79.7,2023-01,PER,1,0.2
-11,-78,2023-02,PER,1,0.41
-9.5,-78.5,2023-02,PER,5,3.78
-6.5,-81.5,2023-03,ECU,1,0.99
-4.9,-81.5,2023-03,ECU,1,3.01
-11.1,-77.7,2023-01,AIA,1,2.16
-14.7,-77.3,2023-03,PER,2,1.44
-12.2,-77.8,2023-03,PER,2,2.77
-13.4,-76.5,2023-01,HND,1,1.78
-9.9,-78.6,2023-01,PER,1,3.34
-16.8,-77.1,2023-03,PER,2,11.07
-9.2,-82.6,2023-02,NA,1,5.33
-13.4,-78.1,2023-02,PER,2,0.66
-5.7,-81.6,2023-03,ECU,1,2.03
-16.9,-77.1,2023-03,NA,1,3.87
-8.9,-81,2023-01,NA,1,6.68
-8.8,-79.2,2023-02,PER,2,2.33
-15.4,-75.3,2023-03,PER,1,1.22
-15,-75.6,2023-01,NA,1,1.89
-9.3,-82.6,2023-02,ECU,2,1.13
-9.6,-78.5,2023-01,PER,48,76.45
-6.9,-80.3,2023-01,AIA,1,4.62
-13.8,-78.2,2023-02,PER,8,24.41
-10.8,-78.4,2023-01,PER,1,2.97
-7.6,-79.9,2023-02,PER,13,31.15
-13.7,-76.5,2023-01,NA,3,5.61
-5.1,-81.1,2023-01,PER,1,27.59
-14.2,-77.2,2023-02,NA,1,2.17
-7.9,-79.8,2023-02,AIA,1,1.65
-16.7,-78,2023-03,PER,2,5.65
-10.2,-78.3,2023-01,AIA,1,0.17
-8.9,-80.1,2023-01,PER,1,0.1
-13.1,-78.2,2023-03,PER,1,0.25
-15.7,-76.7,2023-03,PER,2,3.72
-6,-81.3,2023-01,HND,1,1.33
-5.6,-81,2023-01,PER,1,0.07
-13.4,-77.9,2023-02,AIA,1,1.36
-8.1,-79.8,2023-01,PER,1,1.84
-17.1,-77.9,2023-03,ECU,1,8.25
-8.2,-79.6,2023-01,AIA,1,4.55
-9.5,-81.2,2023-01,PER,1,2.78
-6.6,-80.4,2023-01,PER,29,63.45
-9,-80.6,2023-03,PER,2,1.75
-10.4,-79.1,2023-03,PER,1,0.27
-8.3,-80.2,2023-01,PER,1,0.13
-8.1,-79.4,2023-01,GBR,1,13.79
-15.3,-77.2,2023-03,AIA,1,1.71
-13.2,-76.8,2023-01,PER,4,2.9
-8.3,-79.3,2023-01,PER,33,36.15
-7.1,-80,2023-01,PER,47,92.97
-9.1,-81.7,2023-01,NA,1,3.27
-13.7,-77.6,2023-01,PER,3,3
-3.6,-81,2023-02,PER,1,2.47
-9.1,-78.8,2023-01,NA,3,5.45
-11.8,-77.5,2023-01,SSD,1,0.21
-13.5,-76.3,2023-03,PER,1,1.87
-11.9,-77.3,2023-01,PER,35,130.18
-12.6,-76.9,2023-02,PER,37,88.84
-4.6,-82.1,2023-02,PER,1,2.41
-14.6,-77.5,2023-02,NA,2,10.63
-5,-81.4,2023-03,PER,1,1.74
-5,-81.1,2023-02,PER,1,0.64
-15.5,-77.9,2023-02,PER,4,8.17
-7.5,-79.9,2023-01,PER,70,212.5
-14.6,-77.3,2023-03,PER,1,2.06
-8.2,-79,2023-02,PER,1,0.54
-13.3,-76.5,2023-02,PER,1,0.88
-8,-79.6,2023-02,HND,1,6.02
-8.2,-79.2,2023-01,NA,3,25.33
-9.5,-78.8,2023-03,ECU,1,1.78
-13.3,-76.7,2023-01,NA,1,0.61
-13.5,-76.7,2023-01,PER,1,0.08
-14.3,-76.9,2023-02,PER,1,2.97
-7.5,-80.4,2023-03,PER,1,3.9
-17.2,-71.9,2023-01,NA,1,6.76
-12.1,-77.2,2023-01,PER,3,22.5
-12.3,-77.3,2023-03,PER,7,11.97
-9.2,-78.8,2023-03,PER,1,1.05
-15.1,-77.4,2023-02,NA,1,4.03
-5.1,-81.6,2023-03,ECU,1,1.92
-11.8,-77.4,2023-03,PER,2,4.28
-12.9,-76.7,2023-02,PER,2,1.06
-17.8,-71.5,2023-02,PER,5,11.43
-14.6,-76.9,2023-03,PER,7,11.88
-7,-80,2023-02,PER,3,9.08
-13.4,-76.4,2023-01,NA,2,9.42
-15.3,-76.5,2023-03,PER,2,7.93
-12.6,-77.3,2023-02,PER,1,1.54
-7.3,-79.8,2023-01,PER,50,100.41
-15,-77.4,2023-03,PER,13,22.12
-7.2,-80.1,2023-01,PER,17,21.86
-5.9,-81.2,2023-01,PER,1,0.75
-4.5,-82.6,2023-03,ECU,1,1.75
-12.3,-76.9,2023-03,PER,3,23.8
-15.5,-78,2023-03,ECU,1,2.82
-5.5,-81,2023-02,PER,1,4.21
-14.5,-77.5,2023-03,PER,7,12.17
-13.8,-78.3,2023-02,ECU,1,0.06
-8,-79.6,2023-02,AIA,1,2.97
-12.8,-77.8,2023-02,PER,2,1.5
-15.6,-77.6,2023-02,NA,1,2.65
-14.3,-77.3,2023-02,PER,1,5.89
-5.7,-81.1,2023-01,PER,3,1.98
-7.4,-80.2,2023-01,PER,1,0.2
-10.8,-77.8,2023-01,PER,7,4.48
-13.1,-76.8,2023-01,PER,9,14.23
-8.2,-79.4,2023-01,GBR,1,0.21
-6.8,-81.7,2023-02,PER,1,4.32
-10.5,-81.6,2023-03,ECU,1,0.18
-6.7,-81.4,2023-03,PER,2,11.56
-13.3,-76.7,2023-03,PER,1,3.01
-7.7,-79.7,2023-02,PER,38,68.78
-9.2,-78.8,2023-01,NA,3,2.26
-15.1,-77.1,2023-01,PER,1,5.68
-12.3,-77.3,2023-01,NA,4,6.78
-7.7,-79.6,2023-01,GBR,1,1.15
-6.5,-81,2023-01,PER,2,4.79
-8.2,-79.8,2023-01,PER,2,0.91
-13.5,-76.3,2023-01,NA,2,3.66
-13.9,-76.6,2023-03,PER,1,1.24
-11.5,-77.6,2023-01,PER,6,2.23
-13.2,-78.2,2023-03,PER,1,0.34
-16.9,-78,2023-03,PER,1,0.02
-14,-77.2,2023-03,PER,1,2.01
-7.9,-79.6,2023-02,PER,15,14.58
-13.8,-77.1,2023-01,PER,1,4.78
-14.8,-77.2,2023-03,NA,1,3.07
-7.9,-79.7,2023-01,GBR,1,3.23
-17.6,-71.4,2023-03,PER,1,97.46
-8.1,-79.6,2023-01,AIA,1,3.03
-15.3,-77.7,2023-02,GBR,1,3
-15.3,-76.7,2023-02,PER,10,15.66
-10.9,-77.9,2023-03,PER,2,1.29
-12.5,-76.9,2023-01,PER,48,132.61
-14.3,-77.5,2023-01,PER,2,1.94
-12.8,-77,2023-01,PER,17,37.31
-8.3,-79.1,2023-01,HND,1,2.14
-9.7,-78.5,2023-01,PER,28,51.62
-11.2,-78,2023-01,PER,3,1.74
-16.9,-77.6,2023-03,ECU,1,4.45
-14.1,-77.2,2023-02,NA,1,0.49
-15.4,-77.4,2023-02,GBR,1,0.35
-6.4,-81,2023-01,GBR,1,0.14
-16.5,-76.8,2023-03,PER,2,12.94
-13.6,-76.5,2023-01,NA,2,4.26
-6.9,-80.1,2023-01,PER,47,118.02
-13.4,-76.4,2023-03,PER,1,0.51
-14.1,-77,2023-01,PER,2,5.93
-9.1,-82.6,2023-02,NA,1,1.01
-11.8,-77.4,2023-01,NA,3,13.05
-9,-78.9,2023-01,AIA,1,3.63
-17.9,-71.3,2023-01,NA,1,5.41
-3.5,-82.2,2023-02,PER,1,0.77
-15.4,-77.8,2023-02,PER,9,23.14
-7,-80.8,2023-01,PER,1,0.1
-7.4,-79.7,2023-01,NA,1,1.24
-16.5,-78.5,2023-02,ECU,1,0.36
-6.7,-80.2,2023-01,PER,5,10.22
-17.8,-71.3,2023-01,PER,2,9.58
-12,-77.2,2023-02,PER,31,249.11
-6.8,-80.6,2023-01,PER,45,137.02
-14.5,-77.7,2023-02,PER,11,19.49
-8.1,-79.6,2023-01,GBR,1,1.64
-9,-80.4,2023-03,PER,7,10.4
-8.9,-79.1,2023-02,PER,1,1.98
-8.1,-79.7,2023-02,PER,10,15.29
-13.3,-78.2,2023-02,PER,2,7.79
-16.7,-76.8,2023-03,ECU,2,4.56
-8.3,-79,2023-01,NA,1,0.33
-8.8,-78.9,2023-01,PER,4,0.66
-10.3,-78.4,2023-01,PER,1,0.52
-9.7,-80.4,2023-03,ECU,1,0.54
-13.2,-76.5,2023-01,NA,2,1.6
-14.4,-77,2023-03,AIA,1,0.25
-8.5,-79,2023-01,PER,5,3.41
-17.7,-77.6,2023-03,ECU,1,1.24
-8.3,-79.1,2023-01,GBR,1,6.22
-16.8,-72.8,2023-02,PER,3,4.97
-12.2,-77.5,2023-01,PER,1,1.03
-10.7,-80,2023-03,ECU,1,0.28
-13.9,-78.1,2023-02,PER,4,4.96
-11,-77.8,2023-01,HND,1,5.11
-8.3,-79.2,2023-02,PER,1,1.28
-6.6,-80.6,2023-01,PER,10,13.28
-8.1,-79.5,2023-01,NA,1,0.03
-10,-80,2023-03,PER,1,0.16
-8,-79.3,2023-01,NA,3,3.5
-8.8,-80.2,2023-01,PER,2,4.3
-6.6,-81.7,2023-02,PER,1,0.28
-13.7,-76.8,2023-01,PER,13,23.99
-6.2,-81.8,2023-02,ECU,1,0.11
-12.9,-78,2023-02,PER,1,4.18
-9,-78.7,2023-03,PER,1,0.13
-15.2,-76.7,2023-03,PER,1,1.89
-15.4,-77.1,2023-03,AIA,1,3.05
-15.4,-77.4,2023-02,AIA,1,1.43
-8.2,-79.4,2023-01,HND,1,10.58
-8.6,-79.8,2023-01,PER,1,0.31
-16.1,-77.9,2023-03,ECU,1,1.05
-10.6,-78.1,2023-01,PER,2,2.3
-11,-77.8,2023-01,AIA,1,3.09
-16.8,-78.2,2023-03,ECU,3,16.53
-12.4,-78.7,2023-02,PER,3,16.33
-14.2,-76.9,2023-03,PER,1,1.53
-14.7,-77,2023-03,NA,1,0.12
-4.1,-83.1,2023-03,ECU,1,2.48
-17,-77.8,2023-03,PER,1,18.21
-5.3,-81.6,2023-03,ECU,1,2.02
-14.2,-76.6,2023-02,PER,4,4.89
-12.6,-78.1,2023-02,PER,1,0.02
-7.1,-80.7,2023-01,PER,1,1.29
-16.4,-77.8,2023-03,ECU,1,4.89
-16.6,-73.3,2023-02,NA,1,1.63
-9.9,-78.4,2023-01,PER,78,353.49
-7.1,-79.8,2023-01,PER,27,49.37
-14.7,-77.8,2023-02,PER,7,27.69
-12.2,-77.3,2023-02,PER,1,0.25
-10.9,-78,2023-01,PER,7,12.09
-11.1,-79.6,2023-02,PER,1,6.39
-15.6,-77.5,2023-02,HND,1,4.71
-10.5,-78.1,2023-02,PER,36,87.85
-7.4,-79.9,2023-01,HND,1,3.25
-15.6,-78,2023-03,PER,1,1.57
-14.7,-77.4,2023-02,GBR,1,9.25
-4.7,-82.7,2023-02,PER,1,1.52
-8,-79.7,2023-01,PER,9,7.14
-12.9,-78.2,2023-03,PER,1,2.05
-15.3,-78,2023-02,PER,1,2.03
-4.6,-81.3,2023-02,PER,1,65.65
-9.4,-78.6,2023-01,PER,19,19.13
-18.1,-71.1,2023-02,NA,1,1.68
-12.4,-80.4,2023-02,PER,1,7.14
-3.5,-80.5,2023-02,PER,1,0.49
-11.7,-77.4,2023-02,PER,1,2.71
-14.9,-75.9,2023-01,PER,15,34.27
-17.2,-77.8,2023-02,NA,1,1.41
-13.6,-78,2023-02,PER,1,1.3
-11.1,-78.3,2023-03,PER,2,1.76
-10,-78.9,2023-02,PER,1,1.63
-8,-79.5,2023-02,NA,1,0.63
-9.8,-78.7,2023-01,PER,1,2.94
-8.1,-79.4,2023-01,HND,1,1.51
-13.8,-76.3,2023-01,PER,4,1.71
-5.8,-81,2023-01,PER,1,0.24
-14.6,-76.1,2023-01,NA,1,3.29
-12,-77.7,2023-03,PER,1,0.34
-6.8,-80.4,2023-01,PER,43,83.91
-6.6,-80.8,2023-01,HND,1,11.99
-15.5,-78.7,2023-03,ECU,1,1.1
-4.2,-81.3,2023-02,PER,2,0.34
-6.2,-81.5,2023-03,PER,1,6.91
-15.4,-77.3,2023-03,PER,3,6.36
-7.3,-80,2023-01,PER,26,45.01
-13.6,-76.8,2023-01,PER,12,18.73
-14,-76.6,2023-01,PER,9,25.19
-13.9,-77.2,2023-01,PER,1,0.22
-6.7,-80.3,2023-02,PER,1,0.77
-15.4,-77.6,2023-02,GBR,1,6.97
-12,-77.3,2023-01,PER,63,231.32
-14.9,-77.1,2023-03,NA,1,0.2
-11.5,-77.4,2023-01,PER,3,3.02
-15.4,-76.9,2023-03,PER,1,1.22
-6.6,-80.8,2023-01,AIA,1,4.27
-7.8,-82.8,2023-03,PAN,1,0.07
-12.1,-77.5,2023-01,PER,2,1.69
-13.7,-77.7,2023-02,AIA,1,3.21
-16.9,-78.3,2023-03,NA,1,1.29
-7.7,-79.8,2023-01,PER,48,93.49
-3.7,-81.4,2023-01,ECU,1,5.34
-9.2,-78.7,2023-02,NA,1,2.3
-14.9,-78.3,2023-02,ECU,1,3.79
-15,-78.2,2023-02,ECU,1,6.05
-16.8,-78.3,2023-03,PER,3,13.08
-13.8,-77.9,2023-01,PER,1,2.02
-7.9,-79.4,2023-02,PER,1,1.63
-8.2,-79.5,2023-01,NA,1,0.32
-7.8,-80.1,2023-01,PER,1,0.11
-12.5,-77.2,2023-02,PER,1,0.48
-12.5,-77,2023-01,NA,6,12.57
-17.1,-77.9,2023-02,NA,1,1.7
-14.5,-76.4,2023-01,PER,3,3.03
-8.2,-79.7,2023-02,PER,1,0.69
-6.8,-81.2,2023-03,PER,1,0.32
-12.3,-77,2023-01,PER,23,38.96
-13.5,-76.2,2023-02,NA,2,0.42
-7.8,-79.6,2023-03,PER,1,17.22
-13.6,-77.4,2023-01,PER,1,0.21
-7.8,-79.9,2023-02,PER,10,36.78
-12,-77.5,2023-02,PER,10,22.98
-5,-82,2023-03,ECU,1,8.56
-12.9,-76.8,2023-01,PER,23,31.71
-6.7,-80.5,2023-01,PER,18,18.01
-14,-76.6,2023-03,NA,1,5.78
-11.5,-81.2,2023-03,ECU,1,0.29
-13,-76.7,2023-01,PER,27,48.38
-14.8,-76.9,2023-02,PER,1,0.22
-14.8,-76.6,2023-03,PER,1,1.23
-3.5,-82.5,2023-02,PER,1,0.17
-6.3,-81.4,2023-03,PER,1,2.86
-6.5,-80.9,2023-03,PER,1,0.13
-15,-77.3,2023-02,GBR,1,2.77
-7.3,-79.7,2023-02,PER,1,0.31
-12.8,-77.3,2023-03,PER,2,2.2
-6.5,-80.7,2023-01,GBR,1,5.09
-14.9,-77.2,2023-02,GBR,1,0.28
-13.7,-78,2023-02,PER,2,2.84
-16.4,-78.1,2023-02,ECU,1,0.4
-14.5,-79.3,2023-03,ECU,1,2.16
-16.4,-78.4,2023-03,ECU,1,0.63
-15.5,-76.8,2023-03,PER,2,3.47
-12.2,-78.6,2023-03,PER,2,2.89
-5.1,-81.1,2023-02,ECU,1,0.99
-15.4,-79.2,2023-03,ECU,1,1.37
-14.1,-77.3,2023-03,PER,3,8.65
-17,-78.1,2023-02,PER,1,4.02
-7.4,-80.3,2023-02,PER,3,2.41
-13.8,-76.5,2023-02,PER,1,2.39
-16.3,-77.3,2023-03,PER,1,2.97
-12,-77.1,2023-01,SSD,1,2.18
-11.2,-79.6,2023-02,PER,1,3.05
-11.1,-77.6,2023-02,PER,1,1.83
-14.8,-77.5,2023-03,NA,1,2.98
-14,-77.5,2023-03,PER,1,0.09
-14.5,-76.4,2023-03,NA,1,6.28
-16.7,-76.7,2023-03,PER,2,8.13
-14.6,-77.4,2023-02,GBR,1,1.69
-15.6,-76,2023-03,PER,1,6.88
-15.7,-78,2023-03,PER,1,0.19
-16.3,-73.8,2023-02,PER,1,0.85
-14.8,-77.3,2023-02,PER,4,12.62
-7.8,-79.6,2023-01,NA,3,5.76
-16.6,-77.3,2023-03,ECU,2,7.68
-17.2,-78.1,2023-03,NA,1,2.43
-14.1,-76.6,2023-02,PER,1,1.13
-12.7,-78.1,2023-02,PER,1,1.38
-10.5,-81.3,2023-02,PAN,1,0.27
-10,-79,2023-03,ECU,1,4.25
-3.5,-81.4,2023-03,ECU,1,1.04
-14.6,-77.8,2023-02,PER,15,46.24
-3.5,-81.1,2023-02,ECU,2,4.07
-12.1,-77.3,2023-02,PER,6,7.65
-16.2,-77.8,2023-03,ECU,1,1.48
-14.5,-78.9,2023-03,ECU,1,0.42
-5,-81.9,2023-02,PER,1,5.99
-10.9,-77.8,2023-01,PER,22,32.9
-14,-76.3,2023-03,PER,1,1.09
-8.3,-79.3,2023-02,HND,1,1.2
-15.1,-76.9,2023-02,PER,4,6.43
-14.5,-77.4,2023-02,PER,4,6.45
-5.5,-81.6,2023-02,PER,1,6.44
-6.7,-80.9,2023-01,PER,44,129.77
-12,-77.6,2023-03,PER,1,0.12
-11.7,-77.7,2023-01,ECU,1,0.26
-6.9,-80.3,2023-02,PER,1,1.03
-6.3,-81,2023-03,PER,1,6.72
-7.2,-80.5,2023-01,PER,1,2.31
-13.4,-76.3,2023-01,PER,28,39.97
